NAME,LATITUDE,LONGITUDE,LOCATION_GUIDE,URL,SPECIES,,NAME;LATITUDE;LONGITUDE;LOCATION_GUIDE;URL;SPECIES
Mattagami River,50.06138889,-82.16083333,Little Long Generating Station to Kipling Generating Station,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50068212,-LAKE_WHITEFISH-NORTHERN_PIKE-WHITE_SUCKER-WALLEYE-,,Mattagami River;50.06138889;-82.16083333;Little Long Generating Station to Kipling Generating Station;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50068212;-LAKE_WHITEFISH-NORTHERN_PIKE-WHITE_SUCKER-WALLEYE-
Weewullee Lake,50.09333333,-87.93138889,Thunder Bay Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50068756,-BROOK_TROUT-,,Weewullee Lake;50.09333333;-87.93138889;Thunder Bay Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50068756;-BROOK_TROUT-
Maggotte Lake,50.10055556,-89.46555556,Thunder Bay Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50068928,-NORTHERN_PIKE-WALLEYE-,,Maggotte Lake;50.10055556;-89.46555556;Thunder Bay Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50068928;-NORTHERN_PIKE-WALLEYE-
Roughrock Lake,50.1075,-94.75944444,Kenora Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50069446,-CISCO(LAKE_HERRING)-NORTHERN_PIKE-WHITE_SUCKER-SMALLMOUTH_BASS-YELLOW_PERCH-WALLEYE-,,Roughrock Lake;50.1075;-94.75944444;Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50069446;-CISCO(LAKE_HERRING)-NORTHERN_PIKE-WHITE_SUCKER-SMALLMOUTH_BASS-YELLOW_PERCH-WALLEYE-
Bukemiga Lake,50.11083333,-89.22194444,Thunder Bay Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50078913,-LAKE_TROUT-NORTHERN_PIKE-WALLEYE-,,Bukemiga Lake;50.11083333;-89.22194444;Thunder Bay Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50078913;-LAKE_TROUT-NORTHERN_PIKE-WALLEYE-
Eady Lake,50.12333333,-90.83166667,Thunder Bay Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50079050,-NORTHERN_PIKE-WALLEYE-,,Eady Lake;50.12333333;-90.83166667;Thunder Bay Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50079050;-NORTHERN_PIKE-WALLEYE-
Meandering Lake,50.11611111,-93.90611111,Kenora Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50079354,-NORTHERN_PIKE-WHITE_SUCKER-WALLEYE-,,Meandering Lake;50.11611111;-93.90611111;Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50079354;-NORTHERN_PIKE-WHITE_SUCKER-WALLEYE-
Toothpick Lake,50.11444444,-94.12694444,Kenora Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50079408,-CISCO(LAKE_HERRING)-NORTHERN_PIKE-WHITE_SUCKER-LING_(BURBOT)-SMALLMOUTH_BASS-WALLEYE-,,Toothpick Lake;50.11444444;-94.12694444;Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50079408;-CISCO(LAKE_HERRING)-NORTHERN_PIKE-WHITE_SUCKER-LING_(BURBOT)-SMALLMOUTH_BASS-WALLEYE-
Elbow Lake,50.12972222,-87.79333333,"Geraldton, Cochrane Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50088747,-NORTHERN_PIKE-WALLEYE-,,"Elbow Lake;50.12972222;-87.79333333;Geraldton, Cochrane Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50088747;-NORTHERN_PIKE-WALLEYE-"
Waweig Lake,50.12361111,-89.09888889,Thunder Bay Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50088905,-LAKE_TROUT-NORTHERN_PIKE-,,Waweig Lake;50.12361111;-89.09888889;Thunder Bay Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50088905;-LAKE_TROUT-NORTHERN_PIKE-
Botsford Lake,50.145,-91.6425,Kenora Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50089138,-NORTHERN_PIKE-WALLEYE-,,Botsford Lake;50.145;-91.6425;Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50089138;-NORTHERN_PIKE-WALLEYE-
Ord Lake,50.15305556,-93.01277778,Kenora Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50099300,-NORTHERN_PIKE-WALLEYE-,,Ord Lake;50.15305556;-93.01277778;Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50099300;-NORTHERN_PIKE-WALLEYE-
Cedar Lake,50.20944444,-93.13805556,Kenora Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50099308,-NORTHERN_PIKE-WALLEYE-,,Cedar Lake;50.20944444;-93.13805556;Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50099308;-NORTHERN_PIKE-WALLEYE-
Wabigoon River,50.14222222,-93.65055556,"at Segise Lake, Kenora Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50099339,-LAKE_WHITEFISH-NORTHERN_PIKE-WHITE_SUCKER-WALLEYE-,,"Wabigoon River;50.14222222;-93.65055556;at Segise Lake, Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50099339;-LAKE_WHITEFISH-NORTHERN_PIKE-WHITE_SUCKER-WALLEYE-"
Grassy Narrows Lake,50.14138889,-94.02861111,Kenora Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50099359,-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-NORTHERN_PIKE-MOONEYE-WHITE_SUCKER-YELLOW_PERCH-SAUGER-WALLEYE-,,Grassy Narrows Lake;50.14138889;-94.02861111;Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50099359;-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-NORTHERN_PIKE-MOONEYE-WHITE_SUCKER-YELLOW_PERCH-SAUGER-WALLEYE-
Blueberry Lake,50.15222222,-94.74333333,Kenora Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50099444,-NORTHERN_PIKE-WHITE_SUCKER-YELLOW_PERCH-WALLEYE-,,Blueberry Lake;50.15222222;-94.74333333;Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50099444;-NORTHERN_PIKE-WHITE_SUCKER-YELLOW_PERCH-WALLEYE-
Robin Lake,50.16666667,-79.85,Cochrane Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50107951,-NORTHERN_PIKE-WALLEYE-,,Robin Lake;50.16666667;-79.85;Cochrane Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50107951;-NORTHERN_PIKE-WALLEYE-
Knight Lake,50.16694444,-80.28944444,Cochrane Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50108017,-NORTHERN_PIKE-WALLEYE-,,Knight Lake;50.16694444;-80.28944444;Cochrane Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50108017;-NORTHERN_PIKE-WALLEYE-
Ministik Lake,50.16277778,-80.38111111,"south of Kesagami Lake, Cochrane Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50108024,-LAKE_WHITEFISH-,,"Ministik Lake;50.16277778;-80.38111111;south of Kesagami Lake, Cochrane Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50108024;-LAKE_WHITEFISH-"
Frank Lake,50.16361111,-87.89694444,Thunder Bay Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50108753,-NORTHERN_PIKE-WALLEYE-,,Frank Lake;50.16361111;-87.89694444;Thunder Bay Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50108753;-NORTHERN_PIKE-WALLEYE-
Richardson Lake,50.16805556,-92.06222222,Kenora Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50109203,-NORTHERN_PIKE-SMALLMOUTH_BASS-WALLEYE-,,Richardson Lake;50.16805556;-92.06222222;Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50109203;-NORTHERN_PIKE-SMALLMOUTH_BASS-WALLEYE-
Garden Lake,50.16666667,-94,Kenora Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50109400,-CISCO(LAKE_HERRING)-NORTHERN_PIKE-WHITE_SUCKER-WALLEYE-,,Garden Lake;50.16666667;-94;Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50109400;-CISCO(LAKE_HERRING)-NORTHERN_PIKE-WHITE_SUCKER-WALLEYE-
Lount Lake,50.17083333,-94.3075,Kenora Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50109419,-LAKE_WHITEFISH-NORTHERN_PIKE-WHITE_SUCKER-SAUGER-WALLEYE-,,Lount Lake;50.17083333;-94.3075;Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50109419;-LAKE_WHITEFISH-NORTHERN_PIKE-WHITE_SUCKER-SAUGER-WALLEYE-
Lower Twin Lake,50.18111111,-86.54333333,"Nakina Twp., Thunder Bay Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50118633,-NORTHERN_PIKE-WALLEYE-,,"Lower Twin Lake;50.18111111;-86.54333333;Nakina Twp., Thunder Bay Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50118633;-NORTHERN_PIKE-WALLEYE-"
Tetu Lake,50.18194444,-95.03833333,Kenora Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50119502,-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-NORTHERN_PIKE-MOONEYE-WHITE_SUCKER-BLACK_CRAPPIE-YELLOW_PERCH-SAUGER-WALLEYE-,,Tetu Lake;50.18194444;-95.03833333;Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50119502;-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-NORTHERN_PIKE-MOONEYE-WHITE_SUCKER-BLACK_CRAPPIE-YELLOW_PERCH-SAUGER-WALLEYE-
Jemar Lake,50.19277778,-86.27166667,Cochrane Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50128616,-LAKE_WHITEFISH-NORTHERN_PIKE-WALLEYE-,,Jemar Lake;50.19277778;-86.27166667;Cochrane Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50128616;-LAKE_WHITEFISH-NORTHERN_PIKE-WALLEYE-
Kawaweogama Lake,50.19694444,-90.18611111,"McLauren Twp., Thunder Bay Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50129010,-NORTHERN_PIKE-WALLEYE-,,"Kawaweogama Lake;50.19694444;-90.18611111;McLauren Twp., Thunder Bay Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50129010;-NORTHERN_PIKE-WALLEYE-"
Mills Lake,50.19333333,-91.73527778,Kenora Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50129145,-NORTHERN_PIKE-,,Mills Lake;50.19333333;-91.73527778;Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50129145;-NORTHERN_PIKE-
Snook Lake,50.19527778,-94.68888889,Kenora Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50129441,-LAKE_TROUT-CISCO(LAKE_HERRING)-NORTHERN_PIKE-WHITE_SUCKER-,,Snook Lake;50.19527778;-94.68888889;Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50129441;-LAKE_TROUT-CISCO(LAKE_HERRING)-NORTHERN_PIKE-WHITE_SUCKER-
Nettogami Lake,50.20027778,-80.54416667,Cochrane Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50138034,-LAKE_WHITEFISH-NORTHERN_PIKE-WALLEYE-,,Nettogami Lake;50.20027778;-80.54416667;Cochrane Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50138034;-LAKE_WHITEFISH-NORTHERN_PIKE-WALLEYE-
Square Lake,50.22638889,-92.92833333,Kenora Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50139255,-NORTHERN_PIKE-,,Square Lake;50.22638889;-92.92833333;Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50139255;-NORTHERN_PIKE-
Mattice Lake,50.24055556,-89.12222222,Thunder Bay Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50148907,-NORTHERN_PIKE-,,Mattice Lake;50.24055556;-89.12222222;Thunder Bay Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50148907;-NORTHERN_PIKE-
Indian Lake,50.23,-94.08694444,"south of Ball Lake, Kenora Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50149405,-LAKE_WHITEFISH-NORTHERN_PIKE-WHITE_SUCKER-WALLEYE-,,"Indian Lake;50.23;-94.08694444;south of Ball Lake, Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50149405;-LAKE_WHITEFISH-NORTHERN_PIKE-WHITE_SUCKER-WALLEYE-"
Separation Lake,50.24583333,-94.39555556,Kenora Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50149424,-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-NORTHERN_PIKE-MOONEYE-WHITE_SUCKER-WALLEYE-REDHORSE_SUCKER-LING_(BURBOT)-SMALLMOUTH_BASS-YELLOW_PERCH-SAUGER-,,Separation Lake;50.24583333;-94.39555556;Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50149424;-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-NORTHERN_PIKE-MOONEYE-WHITE_SUCKER-WALLEYE-REDHORSE_SUCKER-LING_(BURBOT)-SMALLMOUTH_BASS-YELLOW_PERCH-SAUGER-
Trout Lake,50.22472222,-94.91555556,"near Whitedog, Kenora Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50149454,-LAKE_TROUT-CISCO(LAKE_HERRING)-NORTHERN_PIKE-,,"Trout Lake;50.22472222;-94.91555556;near Whitedog, Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50149454;-LAKE_TROUT-CISCO(LAKE_HERRING)-NORTHERN_PIKE-"
Cordingley Lake,50.24166667,-86.6625,"Alpha Twp., Thunder Bay Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50158639,-NORTHERN_PIKE-,,"Cordingley Lake;50.24166667;-86.6625;Alpha Twp., Thunder Bay Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50158639;-NORTHERN_PIKE-"
Stranger Lake,50.23583333,-91.52361111,Kenora Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50159131,-NORTHERN_PIKE-WALLEYE-,,Stranger Lake;50.23583333;-91.52361111;Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50159131;-NORTHERN_PIKE-WALLEYE-
Lac Seul,50.325,-92.48722222,Kenora Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50159240,-CISCO(LAKE_HERRING)-NORTHERN_PIKE-YELLOW_PERCH-SAUGER-WALLEYE-,,Lac Seul;50.325;-92.48722222;Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50159240;-CISCO(LAKE_HERRING)-NORTHERN_PIKE-YELLOW_PERCH-SAUGER-WALLEYE-
(Lower) Little Jackfish River,50.29111111,-88.37805556,Thunder Bay Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50178823,-WALLEYE-,,(Lower) Little Jackfish River;50.29111111;-88.37805556;Thunder Bay Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50178823;-WALLEYE-
Jojo Lake,50.30222222,-88.87138889,Thunder Bay Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50178853,-CISCO(LAKE_HERRING)-NORTHERN_PIKE-,,Jojo Lake;50.30222222;-88.87138889;Thunder Bay Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50178853;-CISCO(LAKE_HERRING)-NORTHERN_PIKE-
Sup Lake,50.30388889,-93.55861111,Kenora Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50179333,-LAKE_WHITEFISH-WALLEYE-,,Sup Lake;50.30388889;-93.55861111;Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50179333;-LAKE_WHITEFISH-WALLEYE-
Ball Lake,50.27083333,-93.99138889,"south basin, Kenora Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50179400,-LAKE_WHITEFISH-NORTHERN_PIKE-YELLOW_PERCH-SAUGER-WALLEYE-,,"Ball Lake;50.27083333;-93.99138889;south basin, Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50179400;-LAKE_WHITEFISH-NORTHERN_PIKE-YELLOW_PERCH-SAUGER-WALLEYE-"
Corner Lakes,50.29277778,-79.66083333,Cochrane Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50187941,-BROOK_TROUT-YELLOW_PERCH-,,Corner Lakes;50.29277778;-79.66083333;Cochrane Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50187941;-BROOK_TROUT-YELLOW_PERCH-
Alph Lake,50.32027778,-86.64416667,"Alpha Twp., Thunder Bay Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50188640,-NORTHERN_PIKE-WHITE_SUCKER-WALLEYE-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-,,"Alph Lake;50.32027778;-86.64416667;Alpha Twp., Thunder Bay Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50188640;-NORTHERN_PIKE-WHITE_SUCKER-WALLEYE-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-"
Perrault Lake,50.29111111,-93.14083333,Kenora Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50189308,-NORTHERN_PIKE-WALLEYE-,,Perrault Lake;50.29111111;-93.14083333;Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50189308;-NORTHERN_PIKE-WALLEYE-
Cliff Lake,50.17083333,-93.30111111,Kenora Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50189318,-LAKE_TROUT-LAKE_WHITEFISH-WHITE_SUCKER-WALLEYE-,,Cliff Lake;50.17083333;-93.30111111;Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50189318;-LAKE_TROUT-LAKE_WHITEFISH-WHITE_SUCKER-WALLEYE-
Ball Lake,50.3,-94,"north basin, Kenora Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50189400,-WALLEYE-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-NORTHERN_PIKE-MOONEYE-WHITE_SUCKER-SMALLMOUTH_BASS-YELLOW_PERCH-SAUGER-,,"Ball Lake;50.3;-94;north basin, Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50189400;-WALLEYE-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-NORTHERN_PIKE-MOONEYE-WHITE_SUCKER-SMALLMOUTH_BASS-YELLOW_PERCH-SAUGER-"
Umfreville Lake,50.28083333,-94.80611111,Kenora Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50189445,-WALLEYE-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-NORTHERN_PIKE-WHITE_SUCKER-LING_(BURBOT)-SMALLMOUTH_BASS-YELLOW_PERCH-SAUGER-,,Umfreville Lake;50.28083333;-94.80611111;Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50189445;-WALLEYE-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-NORTHERN_PIKE-WHITE_SUCKER-LING_(BURBOT)-SMALLMOUTH_BASS-YELLOW_PERCH-SAUGER-
Esnagami Lake,50.32333333,-86.84166667,"Esnagami Twp., Thunder Bay Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50198650,-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-NORTHERN_PIKE-WHITE_SUCKER-YELLOW_PERCH-WALLEYE-,,"Esnagami Lake;50.32333333;-86.84166667;Esnagami Twp., Thunder Bay Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50198650;-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-NORTHERN_PIKE-WHITE_SUCKER-YELLOW_PERCH-WALLEYE-"
Mattagami River,50.21611111,-82.17527778,Kipling Generating Station to Adam Creek Area,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50208201,-NORTHERN_PIKE-LONGNOSE_SUCKER-WALLEYE-,,Mattagami River;50.21611111;-82.17527778;Kipling Generating Station to Adam Creek Area;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50208201;-NORTHERN_PIKE-LONGNOSE_SUCKER-WALLEYE-
Wababimiga Lake,50.34388889,-86.37361111,Cochrane Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50208623,-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-NORTHERN_PIKE-WHITE_SUCKER-YELLOW_PERCH-WALLEYE-,,Wababimiga Lake;50.34388889;-86.37361111;Cochrane Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50208623;-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-NORTHERN_PIKE-WHITE_SUCKER-YELLOW_PERCH-WALLEYE-
Rapid Lake,50.32861111,-91.40916667,Thunder Bay Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50209125,-NORTHERN_PIKE-,,Rapid Lake;50.32861111;-91.40916667;Thunder Bay Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50209125;-NORTHERN_PIKE-
Hik Lake,50.3525,-91.51,Kenora Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50219130,-NORTHERN_PIKE-,,Hik Lake;50.3525;-91.51;Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50219130;-NORTHERN_PIKE-
Smye Lake,50.36972222,-90.34444444,"Smye Twp., Thunder Bay Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50229020,-NORTHERN_PIKE-WALLEYE-,,"Smye Lake;50.36972222;-90.34444444;Smye Twp., Thunder Bay Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50229020;-NORTHERN_PIKE-WALLEYE-"
Toole Lake,50.36805556,-93.52555556,Kenora Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50229332,-LAKE_WHITEFISH-WHITE_SUCKER-WALLEYE-,,Toole Lake;50.36805556;-93.52555556;Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50229332;-LAKE_WHITEFISH-WHITE_SUCKER-WALLEYE-
Marshalok Lake,50.37611111,-93.585,Kenora Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50229335,-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-,,Marshalok Lake;50.37611111;-93.585;Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50229335;-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-
Maynard Lake,50.3575,-93.87111111,Kenora Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50229354,-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-NORTHERN_PIKE-WHITE_SUCKER-LING_(BURBOT)-SAUGER-WALLEYE-,,Maynard Lake;50.3575;-93.87111111;Kenora Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50229354;-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-NORTHERN_PIKE-WHITE_SUCKER-LING_(BURBOT)-SAUGER-WALLEYE-
Kesagami Lake,50.37277778,-80.23,Cochrane Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50238015,-NORTHERN_PIKE-WALLEYE-,,Kesagami Lake;50.37277778;-80.23;Cochrane Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50238015;-NORTHERN_PIKE-WALLEYE-
Martison Lake,50.40472222,-83.14277778,Cochrane Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50248308,-NORTHERN_PIKE-WALLEYE-,,Martison Lake;50.40472222;-83.14277778;Cochrane Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50248308;-NORTHERN_PIKE-WALLEYE-
Silver Lake,50.41166667,-90.35333333,"McGillis & Smye Twps., Thunder Bay Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50249021,-NORTHERN_PIKE-WALLEYE-,,"Silver Lake;50.41166667;-90.35333333;McGillis & Smye Twps., Thunder Bay Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50249021;-NORTHERN_PIKE-WALLEYE-"
O'Sullivan Lake,50.42166667,-87.05666667,Thunder Bay Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50258702,-LAKE_TROUT-LAKE_WHITEFISH-NORTHERN_PIKE-LING_(BURBOT)-WALLEYE-,,O'Sullivan Lake;50.42166667;-87.05666667;Thunder Bay Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50258702;-LAKE_TROUT-LAKE_WHITEFISH-NORTHERN_PIKE-LING_(BURBOT)-WALLEYE-
Caribou Lake,50.44583333,-89.10722222,Thunder Bay Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50258905,-WALLEYE-,,Caribou Lake;50.44583333;-89.10722222;Thunder Bay Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=50258905;-WALLEYE-
